project,unit,type,parent,countries,status,start_year,capacity,geom,route,url
Falcon Ethane Pipeline,,ngl_pipelines,Shell [100.00%],United States,operating,2021,107000,line,"40.39944,-81.1101:40.39756,-81.1067:40.39807,-81.1057:40.39806,-81.1025:40.39576,-81.0976:40.39465,-81.097:40.39399,-81.0958:40.39345,-81.0952:40.39174,-81.0952:40.38857,-81.0907:40.38553,-81.0892:40.38442,-81.0865:40.38076,-81.0858:40.38041,-81.0855:40.37933,-81.0845:40.37837,-81.0834:40.37786,-81.0826:40.37755,-81.0822:40.37281,-81.0804:40.36956,-81.0791:40.36662,-81.0795:40.36575,-81.0785:40.3653,-81.0785:40.36473,-81.0784:40.36276,-81.0788:40.36212,-81.0786:40.36075,-81.0754:40.35968,-81.0711:40.35918,-81.0609:40.35885,-81.0607:40.35872,-81.0595:40.35709,-81.0577:40.35551,-81.0573:40.35242,-81.0579:40.35148,-81.0578:40.35058,-81.0574:40.3501,-81.057:40.34982,-81.0567:40.34796,-81.0583:40.34689,-81.0571:40.34566,-81.0573:40.34509,-81.057:40.34444,-81.058:40.34273,-81.0581:40.34206,-81.0581:40.33917,-81.0584:40.33755,-81.0585:40.33605,-81.0588:40.33542,-81.059:40.33432,-81.0592:40.33342,-81.0592:40.33302,-81.0554:40.32755,-81.0556:40.32715,-81.0558:40.32628,-81.0557:40.32183,-81.0533:40.32026,-81.0535:40.31857,-81.0539:40.31855,-81.0534:40.31853,-81.0523:40.31851,-81.0517:40.31816,-81.0518:40.31735,-81.0521:40.31656,-81.0526:40.31621,-81.0531:40.3154,-81.0541:40.31444,-81.0537:40.31418,-81.0538:40.31116,-81.0576:40.31062,-81.0582:40.30995,-81.0579:40.30947,-81.0573:40.30927,-81.0568:40.30874,-81.0562:40.30841,-81.0559:40.30794,-81.0557:40.307,-81.0551:40.30597,-81.0542:40.30442,-81.0533:40.30302,-81.0528:40.30155,-81.052:40.30059,-81.0522:40.29999,-81.053:40.29521,-81.0502:40.29343,-81.0456:40.29012,-81.0463:40.28812,-81.0432:40.28787,-81.0373:40.28466,-81.0362:40.27967,-81.0359:40.27777,-81.037:40.27471,-81.0335:40.27213,-81.0279:40.26848,-81.0269:40.26395,-81.0282:40.26336,-81.0292:40.26117,-81.0267:40.26159,-81.026:40.26181,-81.026:40.26188,-81.0259;40.38041,-81.0855:40.38101,-81.0842:40.38256,-81.0825:40.38341,-81.0805:40.38345,-81.0787:40.38395,-81.0759:40.38505,-81.0695:40.38626,-81.0626:40.39121,-81.0623:40.39202,-81.0613:40.39356,-81.0612:40.39349,-81.06:40.39562,-81.0599:40.39555,-81.0572:40.39561,-81.057:40.39637,-81.0545:40.3965,-81.0536:40.39728,-81.0531:40.39738,-81.0524:40.39823,-81.0523:40.39819,-81.0491:40.39848,-81.0454:40.39844,-81.0436:40.39902,-81.043:40.4008,-81.0429:40.40079,-81.0425:40.40422,-81.0424:40.40485,-81.042:40.40488,-81.0416:40.40466,-81.0398:40.40433,-81.0389:40.4047,-81.0379:40.40472,-81.0364:40.40545,-81.0363:40.40529,-81.0349:40.40524,-81.0341:40.40512,-81.0329:40.40661,-81.0307:40.40644,-81.028:40.40627,-81.0261:40.40662,-81.0234:40.40609,-81.0211:40.40627,-81.0197:40.40465,-81.0145:40.40457,-81.0103:40.40889,-81.0094:40.41123,-81.0047:40.41109,-81.0016:40.41133,-80.9986:40.41205,-80.992:40.41322,-80.9918:40.4179,-80.9899:40.41834,-80.9884:40.41969,-80.988:40.41993,-80.987:40.4209,-80.9861:40.42203,-80.9833:40.42229,-80.9819:40.4213,-80.9797:40.42111,-80.9788:40.42098,-80.9702:40.42122,-80.9696:40.42172,-80.9684:40.4222,-80.9661:40.42242,-80.9657:40.42344,-80.9635:40.42407,-80.9614:40.42402,-80.959:40.4231,-80.9547:40.4224,-80.9532:40.42242,-80.9517:40.42358,-80.9516:40.42496,-80.9493:40.43349,-80.9481:40.43403,-80.944:40.43418,-80.9401:40.43423,-80.9339:40.43518,-80.9317:40.43889,-80.9195:40.44669,-80.9135:40.44619,-80.9039:40.447,-80.8975:40.44713,-80.8907:40.4483,-80.8905:40.44923,-80.8909:40.45052,-80.8898:40.45363,-80.8859:40.45769,-80.8788:40.45805,-80.8781:40.46033,-80.874:40.46067,-80.8729:40.46052,-80.8711:40.46042,-80.8686:40.46085,-80.8675:40.46104,-80.8667:40.46094,-80.8663:40.46112,-80.8644:40.46169,-80.8635:40.46093,-80.8625:40.46175,-80.8613:40.46272,-80.8601:40.46421,-80.8558:40.46442,-80.847:40.4649,-80.8457:40.46544,-80.8414:40.46922,-80.8364:40.47054,-80.8327:40.47007,-80.8272:40.47097,-80.8263:40.47128,-80.8256:40.47217,-80.8254:40.47249,-80.8247:40.47309,-80.8225:40.47303,-80.8207:40.47225,-80.8198:40.47215,-80.8171:40.47276,-80.8162:40.47271,-80.8154:40.47328,-80.8149:40.47442,-80.8148:40.47485,-80.8138:40.47579,-80.8132:40.47578,-80.8095:40.47862,-80.8094:40.47959,-80.8097:40.47952,-80.8064:40.4797,-80.8017:40.47906,-80.7984:40.47884,-80.7953:40.47905,-80.789:40.48535,-80.7817:40.4872,-80.7767:40.48656,-80.7726:40.48963,-80.7685:40.49031,-80.7663:40.49465,-80.7661:40.49463,-80.7651:40.49413,-80.7632:40.4953,-80.7592:40.49628,-80.7573:40.49848,-80.7546:40.49879,-80.7536:40.50074,-80.7506:40.50233,-80.7487:40.50414,-80.7465:40.50497,-80.7449:40.50527,-80.7441:40.50717,-80.7436:40.50801,-80.7421:40.50964,-80.7382:40.51021,-80.7372:40.51035,-80.7341:40.51321,-80.733:40.51384,-80.7328:40.51446,-80.7324:40.51624,-80.7188:40.5168,-80.7144:40.51724,-80.7096:40.51796,-80.7091:40.51876,-80.7097:40.51944,-80.7095:40.51986,-80.7086:40.52074,-80.7074:40.52117,-80.7015:40.52206,-80.6992:40.52566,-80.6897:40.52585,-80.6886:40.52884,-80.6873:40.5318,-80.6809:40.53203,-80.6777:40.53346,-80.6759:40.53389,-80.6749:40.53571,-80.6724:40.53732,-80.6723:40.53888,-80.6719:40.5408,-80.6682:40.54402,-80.6662:40.54571,-80.6661:40.54621,-80.663:40.5462,-80.66:40.55051,-80.6526:40.56167,-80.6499:40.56186,-80.6498:40.56251,-80.6495:40.56307,-80.649:40.56323,-80.6489:40.56371,-80.6482:40.56409,-80.6474:40.56675,-80.6422:40.56716,-80.6411:40.56735,-80.6408:40.5681,-80.6394:40.56894,-80.6393:40.56942,-80.6386:40.57026,-80.6362:40.57142,-80.6357:40.57203,-80.6356:40.57294,-80.6347:40.57337,-80.6334:40.57325,-80.6329:40.57192,-80.6319:40.57012,-80.6299:40.56904,-80.6279:40.56768,-80.6284:40.56671,-80.6285:40.56435,-80.6287:40.56239,-80.6278:40.56413,-80.6196:40.56491,-80.6084:40.56249,-80.6024:40.56185,-80.6019:40.56158,-80.6:40.56175,-80.5981:40.5623,-80.5969:40.56199,-80.5893:40.56302,-80.5845:40.56336,-80.5828:40.56303,-80.5812:40.56381,-80.5791:40.56425,-80.5787:40.5655,-80.573:40.56566,-80.5719:40.56691,-80.5665:40.56711,-80.5635:40.56751,-80.5634:40.56878,-80.5573:40.56767,-80.5546:40.56798,-80.5514:40.56819,-80.5505:40.56904,-80.5493:40.56943,-80.5483:40.57071,-80.5465:40.57238,-80.5464:40.57316,-80.5448:40.57339,-80.5441:40.57659,-80.5403:40.57594,-80.5394:40.57725,-80.5374:40.57733,-80.5369:40.57853,-80.5292:40.57935,-80.5282:40.58535,-80.51:40.58642,-80.504:40.58633,-80.5027:40.58704,-80.5005:40.58731,-80.4991:40.58798,-80.4978:40.58763,-80.497:40.58754,-80.4954:40.58858,-80.4918:40.58959,-80.4873:40.58954,-80.48:40.59009,-80.4794:40.59013,-80.4757:40.58998,-80.4754:40.59003,-80.4741:40.59056,-80.4738:40.59143,-80.4718:40.5923,-80.4719:40.59275,-80.4728:40.59436,-80.4721:40.59453,-80.4709:40.59463,-80.4706:40.59351,-80.467:40.59377,-80.4664:40.59634,-80.4605:40.5964,-80.4599:40.59727,-80.4579:40.59804,-80.4549:40.59833,-80.4508:40.59864,-80.4504:40.60025,-80.4414:40.60073,-80.4388:40.60061,-80.4385:40.60073,-80.4378:40.60135,-80.4342:40.60142,-80.4321:40.60187,-80.427:40.60175,-80.4234:40.60417,-80.4149:40.60494,-80.4141:40.60458,-80.4133:40.60531,-80.4122:40.60722,-80.4101:40.60838,-80.4101:40.61078,-80.4105:40.61201,-80.4105:40.61313,-80.4099:40.61464,-80.4074:40.6156,-80.4062:40.61628,-80.4052:40.61725,-80.4038:40.61707,-80.403:40.61696,-80.4024:40.61687,-80.4016:40.6168,-80.4005:40.61647,-80.397:40.61645,-80.3961:40.61662,-80.3948:40.61683,-80.3933:40.61692,-80.3916:40.61695,-80.3908:40.61676,-80.3882:40.61671,-80.3872:40.61668,-80.3865:40.6166,-80.3846:40.61651,-80.3827:40.61646,-80.3817:40.61639,-80.3806:40.61621,-80.3771:40.61616,-80.3765:40.61603,-80.3752:40.617,-80.3738:40.61749,-80.3727:40.61755,-80.3719:40.61735,-80.3711:40.61763,-80.37:40.61782,-80.3695:40.61815,-80.369:40.61831,-80.3672:40.61734,-80.367:40.61723,-80.3663:40.61745,-80.3657:40.61772,-80.3653:40.61776,-80.3631:40.61811,-80.3625:40.61849,-80.3619:40.61918,-80.3611:40.6196,-80.3605:40.6205,-80.3573:40.62067,-80.3565:40.62096,-80.3545:40.62094,-80.353:40.62086,-80.3494:40.6209,-80.3493:40.62118,-80.3492;40.62133,-80.3491:40.62153,-80.349:40.62142,-80.3485:40.62603,-80.3476:40.62704,-80.3482:40.62884,-80.3485:40.62904,-80.3484:40.63017,-80.3475:40.63094,-80.3482:40.63139,-80.3485:40.6322,-80.349:40.63298,-80.3489:40.63472,-80.349:40.63555,-80.3493:40.63599,-80.35:40.63617,-80.3502:40.63667,-80.3506:40.63696,-80.3512:40.63693,-80.3524:40.63772,-80.3537:40.63789,-80.354:40.63846,-80.3548:40.63878,-80.3548:40.63987,-80.3541:40.64047,-80.3547:40.64083,-80.3551:40.6413,-80.3562:40.64398,-80.3548:40.64428,-80.3546:40.64524,-80.3541:40.64594,-80.354:40.64748,-80.3532:40.64843,-80.3523:40.64898,-80.3514:40.64909,-80.3508:40.64911,-80.3496:40.6502,-80.3487:40.65159,-80.3465:40.65382,-80.3458:40.65684,-80.3408:40.65721,-80.3405:40.65784,-80.34:40.65832,-80.3398:40.65958,-80.3393:40.66283,-80.3381:40.66245,-80.3392:40.66256,-80.3393;40.62111,-80.3487:40.62107,-80.3487:40.62023,-80.3485:40.61903,-80.3482:40.61788,-80.3485:40.61735,-80.3484:40.61657,-80.3484:40.61619,-80.3488:40.61514,-80.349:40.61471,-80.3495:40.61365,-80.3493:40.61248,-80.3498:40.61197,-80.3501:40.61155,-80.35:40.61049,-80.3501:40.60985,-80.35:40.60914,-80.3504:40.60821,-80.3504:40.6074,-80.3497:40.60583,-80.3491:40.60456,-80.348:40.6042,-80.3478:40.60354,-80.3479:40.60318,-80.3475:40.6023,-80.3474:40.60172,-80.3466:40.6007,-80.3461:40.59978,-80.3452:40.59902,-80.3438:40.59863,-80.3436:40.59802,-80.3427:40.59726,-80.3418:40.59728,-80.3412:40.59716,-80.3408:40.59629,-80.3401:40.59585,-80.3394:40.59536,-80.3388:40.59467,-80.3375:40.59464,-80.3366:40.59434,-80.3361:40.59413,-80.3349:40.59406,-80.3347:40.59366,-80.3339:40.59286,-80.3315:40.59266,-80.3305:40.59241,-80.33:40.59163,-80.3296:40.59051,-80.3291:40.58757,-80.3253:40.58432,-80.3256:40.58254,-80.326:40.57909,-80.3268:40.5788,-80.3259:40.57839,-80.3251:40.57768,-80.3235:40.57762,-80.3227:40.57696,-80.3218:40.57627,-80.3209:40.5757,-80.3203:40.57556,-80.3197:40.57466,-80.3203:40.56814,-80.319:40.56533,-80.3199:40.56309,-80.3195:40.56256,-80.3194:40.5623,-80.3199:40.56211,-80.3209:40.56014,-80.3203:40.55933,-80.3201:40.55891,-80.321:40.55874,-80.3211:40.5578,-80.3209:40.55736,-80.3199:40.55704,-80.3201:40.55547,-80.3199:40.55386,-80.3196:40.55347,-80.3182:40.55311,-80.3179:40.55191,-80.3171:40.55116,-80.3169:40.54776,-80.3157:40.54711,-80.3162:40.5454,-80.3158:40.54468,-80.315:40.53942,-80.3136:40.53826,-80.3126:40.5377,-80.3117:40.53609,-80.3084:40.53099,-80.3078:40.53033,-80.3094:40.52695,-80.3096:40.52636,-80.3089:40.52099,-80.309:40.51931,-80.3091:40.5146,-80.3093:40.50899,-80.3131:40.50701,-80.3147:40.50448,-80.3158:40.50224,-80.3143:40.50137,-80.3151:40.49987,-80.3164:40.49897,-80.3163:40.49755,-80.3173:40.49705,-80.3173:40.49528,-80.3185:40.49505,-80.3174:40.49433,-80.3146:40.49413,-80.3138:40.49364,-80.314:40.49241,-80.315:40.49221,-80.3151:40.49132,-80.3155:40.49073,-80.3156:40.48783,-80.313:40.48757,-80.3128:40.48742,-80.3115:40.48679,-80.3109:40.48605,-80.3101:40.48632,-80.3096:40.48527,-80.3083:40.48487,-80.3041:40.48495,-80.3021:40.48518,-80.3004:40.48498,-80.2989:40.48362,-80.2966:40.48244,-80.296:40.481,-80.2959:40.48086,-80.2956:40.48052,-80.2958:40.47787,-80.2917:40.47603,-80.2917:40.47514,-80.2924:40.47426,-80.2927:40.47257,-80.2924:40.47131,-80.2943:40.47054,-80.2938:40.46876,-80.2922:40.46833,-80.291:40.46047,-80.2879:40.45825,-80.2843:40.45291,-80.2849:40.44924,-80.2899:40.44727,-80.2919:40.44678,-80.2923:40.44644,-80.2925:40.44593,-80.2928:40.44502,-80.2931:40.44433,-80.2932:40.44353,-80.2932:40.44101,-80.2927:40.44015,-80.2943:40.43937,-80.2953:40.43833,-80.2967:40.4375,-80.2966:40.43701,-80.2945:40.43649,-80.2935:40.43428,-80.292:40.43288,-80.2922:40.43226,-80.2925:40.43137,-80.2936:40.43075,-80.2936:40.42993,-80.2948:40.42853,-80.2947:40.42531,-80.2932:40.42379,-80.2926:40.42229,-80.2912:40.42141,-80.2903:40.4209,-80.2897:40.41952,-80.2884:40.41841,-80.288:40.41792,-80.288:40.41651,-80.2882:40.41552,-80.285:40.41492,-80.2822:40.409,-80.2816:40.40835,-80.2816:40.40734,-80.2807:40.40621,-80.2805:40.40473,-80.2806:40.40436,-80.2804:40.40434,-80.2793:40.40419,-80.2786:40.4039,-80.2777:40.40345,-80.2772:40.40128,-80.277:40.40113,-80.2772:40.39961,-80.2777:40.39945,-80.2778:40.39716,-80.2785:40.39506,-80.2776:40.38904,-80.2818:40.38802,-80.2806:40.38585,-80.2768:40.38293,-80.2745:40.37464,-80.2738:40.37397,-80.2759:40.36891,-80.2721:40.36594,-80.2711:40.36358,-80.2675:40.36272,-80.2676:40.3557,-80.2754:40.35479,-80.2755:40.35348,-80.2719:40.35074,-80.271:40.34955,-80.2689:40.34934,-80.2679:40.34938,-80.2662:40.3483,-80.2648:40.34663,-80.2638:40.34506,-80.2635:40.34346,-80.2631:40.34288,-80.2628:40.34227,-80.2621:40.34228,-80.2575:40.34093,-80.2571:40.33917,-80.2569:40.33865,-80.2563:40.33824,-80.2573:40.33804,-80.2592:40.33732,-80.2617:40.33679,-80.2613:40.33227,-80.2618:40.33086,-80.2615:40.32955,-80.2613:40.32872,-80.2619:40.32665,-80.2613:40.32627,-80.2612:40.3255,-80.2609:40.32507,-80.2608:40.324,-80.2603:40.32353,-80.2602:40.32232,-80.2597:40.32143,-80.2601:40.32082,-80.261:40.31937,-80.2618:40.31889,-80.2606:40.31611,-80.2624:40.31506,-80.2631:40.3147,-80.2632:40.31351,-80.262:40.31289,-80.2619:40.31223,-80.2642:40.31141,-80.266:40.31002,-80.2673:40.30624,-80.2685:40.30539,-80.2687:40.30259,-80.2641:40.30111,-80.2646:40.29983,-80.2659:40.29696,-80.2652:40.29417,-80.2649:40.29237,-80.2634:40.29042,-80.2618:40.28953,-80.2611:40.28772,-80.2602:40.28379,-80.2601:40.2806,-80.2603:40.2747,-80.2602:40.27436,-80.2617:40.2738,-80.2642:40.27363,-80.2654:40.27273,-80.2679:40.2722,-80.269:40.27149,-80.27:40.26939,-80.2681:40.2689,-80.2678:40.26725,-80.2669:40.26549,-80.2666:40.26507,-80.2668:40.26417,-80.2668:40.26352,-80.2665:40.2624,-80.2653:40.26303,-80.2647:40.26387,-80.2639:40.26417,-80.2632:40.26448,-80.2618:40.26417,-80.261:40.26421,-80.2609",https://www.gem.wiki/Falcon_Ethane_Pipeline
Front Range Y-Grade Pipeline,,ngl_pipelines,Enterprise Products Partners [33.33%]; Occidental Petroleum [33.33%]; Enbridge [16.67%]; Phillips 66 [16.67%],United States,operating,,,line,"39.658671,-104.536467:39.324038,-104.35451:38.988763,-104.125387:38.595832,-103.899271:38.249316,-103.602151:37.575008,-103.123502:37.331985,-102.854836:37.041461,-102.625071:36.81621,-102.347343:36.648982,-102.128202:36.298552,-101.504898:36.179353,-101.345534:35.506568,-100.886518",https://www.gem.wiki/Front_Range_Y-Grade_Pipeline
Frontier NGL Pipeline,,ngl_pipelines,Enbridge [100.00%],Canada,proposed,2026,,line,"55.6372264,-122.234157:55.6434191,-122.219527:55.64479512,-122.209774:55.64479512,-122.198802:55.64479512,-122.184172:55.64066691,-122.178076:55.64066691,-122.14272:55.63860264,-122.132967:55.63034448,-122.106146:55.62759137,-122.101269:55.62690307,-122.074447:55.60762557,-122.035434:55.60900285,-122.025681:55.61244583,-122.014709:55.61244583,-121.995202:55.61175726,-121.962285:55.61106867,-121.909861:55.61451148,-121.86719:55.6172655,-121.865971:55.6172655,-121.830615:55.61795398,-121.822081:55.62483807,-121.80867:55.63240918,-121.776972:55.64273107,-121.739178:55.6434191,-121.730644:55.64961081,-121.720891:55.66061589,-121.697727:55.66474199,-121.69285:55.6736804,-121.689193:55.67643027,-121.679439:55.68330409,-121.652618:55.69017671,-121.640426:55.69361256,-121.628235:55.69567393,-121.617262:55.69704812,-121.601413:55.75746444,-121.439265:55.76912501,-121.416101:55.78489551,-121.384403:55.79791851,-121.355143:55.81984214,-121.305157:55.84106888,-121.250295:55.8554417,-121.212501:55.87186128,-121.178365:55.88690646,-121.14179:55.88622272,-121.143009:56.03363223,-120.753487:56.08808596,-120.694968:56.10304726,-120.682776:56.13091416,-120.675461:56.14178358,-120.67668;56.03431338,-120.751049:56.01728111,-120.742515:56.00705815,-120.743734:56.0022865,-120.742515:55.99478702,-120.736419:55.97159758,-120.740077:55.9402015,-120.763241:55.93200703,-120.769336:55.92927516,-120.775432:55.92927516,-120.785185:55.92722613,-120.890033:55.92722613,-120.899787:55.91902891,-120.915636:55.9142464,-120.926608:55.88964132,-120.936361:55.86502063,-120.979032:55.85749453,-120.988785:55.84996697,-120.998539:55.84586041,-121.015607:55.81025207,-121.137523:55.80477097,-121.152153:55.80271536,-121.161906:55.80614132,-121.189947:55.80134489,-121.213111:55.78900851,-121.22896:55.78900851,-121.242371:55.79312107,-121.257:55.79791851,-121.27285:55.80271536,-121.291137:55.80340057,-121.308205:55.80271536,-121.322835:55.79997437,-121.339903:55.7992891,-121.352095;55.75472027,-121.444751:55.75334812,-121.426464:55.75266202,-121.41793:55.75197591,-121.404519:55.75266202,-121.391108:55.75609238,-121.367944:55.77049661,-121.246028:55.77461112,-121.239932:55.78352442,-121.236275:55.78832304,-121.235056",https://www.gem.wiki/Frontier_NGL_Pipeline
Grand Prix Y-Grade Pipeline,Central Oklahoma and STACK,ngl_pipelines,Targa Resources [100.00%],United States,operating,2020,120000,line,"32.267956,-97.548891:32.293005,-97.575825:32.333979,-97.583906:32.404502,-97.61084:32.468153,-97.629695:32.572625,-97.635082:32.599859,-97.635082:32.611204,-97.59468:32.633889,-97.578519:32.658837,-97.586599:32.701911,-97.632388:32.744965,-97.659323:32.812902,-97.702418:32.91471,-97.718579:33.081874,-97.793996:33.145043,-97.799383:33.19239,-97.788609:33.221687,-97.764368:33.334276,-97.772448:33.383769,-97.756288:33.518607,-97.675484:33.854784,-97.548891:34.006193,-97.543504:34.191314,-97.554278:34.271482,-97.546197:34.307088,-97.546197:34.367138,-97.559665:34.424924,-97.554278:34.45158,-97.508489:34.469347,-97.365735:34.48933,-97.171806:34.513746,-96.98865:34.515966,-96.727384:34.558122,-96.678902:34.553686,-96.371847:34.721554,-96.383967:34.748116,-96.367806:34.805637,-96.292389:34.869748,-96.273535:34.894053,-96.2466;33.252663,-97.888267:33.254915,-97.543504",https://www.gem.wiki/Grand_Prix_Y-Grade_Pipeline
Grand Prix Y-Grade Pipeline,North Texas–Mont Belvieu,ngl_pipelines,Targa Resources [100.00%],United States,operating,2019,450000,line,"31.938263,-104.318915:31.965688,-104.281206:31.970258,-104.265046:32.002241,-104.259659:32.011378,-104.238111:32.015945,-104.119598:32.02508,-104.028021:31.919976,-103.947217:31.855941,-103.925669:31.828483,-103.597066:31.814752,-103.494715:31.796439,-103.236142:31.553461,-103.098775:31.447821,-103.036826:31.332858,-103.017971:31.38116,-102.891378:31.413347,-102.840203:31.436331,-102.735157:31.491469,-102.619339:31.801018,-101.88941:31.830772,-101.808606:31.865091,-101.69548:31.970258,-101.303581:31.99082,-101.212003:31.999957,-101.163521:32.022796,-101.066556:32.03878,-101.01538:32.04563,-100.969591:32.111814,-100.786436:32.175671,-100.500928:32.175671,-100.468607:32.18479,-100.19926:32.159711,-99.91914:32.18479,-99.684808:32.196187,-99.608045:32.255429,-98.681493:32.262262,-98.393292:32.266817,-98.315182:32.31008,-98.07277:32.314633,-98.016207:32.287313,-97.87076:32.287313,-97.674137:32.262262,-97.582559:32.269095,-97.550238;31.795867,-103.234795:31.910259,-103.326373;32.017658,-104.083237:32.147739,-104.07785:32.209292,-104.045528:32.284466,-104.042835:32.307234,-104.067076;32.269095,-97.552931:32.241761,-97.534077:32.234927,-97.45866:32.237205,-97.38863:32.257707,-97.313213:32.250873,-97.213554:32.127783,-97.022318:32.059327,-96.92266:31.993104,-96.796067:31.949691,-96.709876:31.878815,-96.604831:31.881103,-96.480932:31.876528,-96.44053:31.812463,-96.392048:31.787282,-96.346259:31.711699,-96.251987:31.631467,-96.144249:31.475391,-96.001495:31.351837,-95.877596:31.301219,-95.837194:31.243666,-95.81834:30.86756,-95.697134:30.856,-95.659425:30.846751,-95.47627:30.830562,-95.417013:30.777352,-95.357757:30.705587,-95.244632:30.67316,-95.225777:30.615227,-95.085717:30.568856,-95.026461:30.469082,-94.969898:30.448186,-94.969898:30.436576,-94.94835:30.352938,-94.94835:30.294814,-94.964511:30.259923,-94.967205:30.22502,-94.926803:30.227347,-94.889094:29.847276,-94.824451",https://www.gem.wiki/Grand_Prix_Y-Grade_Pipeline
Hastings to Altona Ethane Pipeline,,ngl_pipelines,BHP Group Ltd [unknown %]; ExxonMobil [unknown %],Australia,operating,1972,,line,"-38.30141628436309,145.21970576049677:-38.0018768049893,145.094415814275:-37.827767,144.890919",https://www.gem.wiki/Hastings_to_Altona_Ethane_Pipeline
Key Access Pipeline System (KAPS),,ngl_pipelines,Keyera [50.00%]; KKR [25.00%]; SemGroup Corporation [25.00%],United States,proposed,2023,,line,"55.283215,-119.235175:55.076993,-119.226146:55.014919,-119.135856:54.926815,-119.122312:54.880094,-119.045566:54.684837,-118.860471:54.611699,-118.693435:54.491258,-118.341304:54.446658,-118.223927:54.449283,-118.034318:54.444033,-117.853739:54.428278,-117.682188:54.415145,-117.479035:54.396752,-117.178821:54.394124,-117.00727:54.362571,-116.840234:54.30993,-116.736401:54.265132,-116.587422:54.098689,-115.724025:54.021848,-115.281604:53.944864,-114.803068:53.835782,-114.089777:53.745107,-113.588668:53.699697,-113.204936",https://www.gem.wiki/Key_Access_Pipeline_System
Lone Star Express Y-Grade Pipeline,Expansion,ngl_pipelines,Energy Transfer [100.00%],United States,operating,2020,400000,line,"32.049801,-101.823897:32.431299,-100.296578:32.339457,-99.867646:32.268858,-99.385834:31.95706,-97.752747:32.013621,-97.559851:31.909461,-97.136525:31.922313,-96.562838:31.865071,-96.40109:31.605232,-96.173316",https://www.gem.wiki/Lone_Star_Express_Y-Grade_Pipeline
Lone Star Express Y-Grade Pipeline,,ngl_pipelines,Energy Transfer [100.00%],United States,operating,,507000,line,"32.049801,-101.823897:32.431299,-100.296578:32.339457,-99.867646:32.268858,-99.385834:31.95706,-97.752747:32.013621,-97.559851:31.909461,-97.136525:31.922313,-96.562838:31.865071,-96.40109:31.573137,-96.145277:31.551753,-95.893656:31.446524,-95.81673:31.345266,-95.745788:31.16129,-95.754631:30.94646,-95.73702:30.869836,-95.661946:30.690653,-95.35554:30.440585,-95.309332:29.890818,-95.24921:29.8381,-95.17826:29.831995,-95.097316:29.74301,-94.986685",https://www.gem.wiki/Lone_Star_Express_Y-Grade_Pipeline
Mariner East 2 NGL Pipeline,,ngl_pipelines,Energy Transfer [100.00%],United States,operating,2022,125000,line,"40.401197,-81.106769:40.378556,-81.083363:40.290694,-80.838734:40.226254,-80.737818:40.200775,-80.64946:40.235362,-80.540827:40.228254,-80.485792:40.263165,-80.264716:40.247577,-80.257509:40.233132,-80.207537:40.221388,-79.784045:40.249013,-79.712222:40.2965,-79.649796:40.417309,-79.607003:40.43116,-79.576424:40.423184,-79.54051:40.454377,-79.239292:40.415591,-78.85992;40.2631,-80.264597:40.263202,-80.263677;40.284521,-76.270468:40.284002,-76.107709:40.315049,-76.033559:40.276058,-76.025582:40.223568,-75.948213;40.415591,-78.85992:40.452223,-78.69879:40.454233,-78.616292:40.407062,-78.553171:40.400357,-78.508411:40.413849,-78.351469:40.447692,-78.321299:40.336797,-77.916116:40.345369,-77.863182:40.246232,-77.425862:40.241904,-77.26877;40.415591,-78.85992:40.415591,-78.859919;40.269892,-76.523696:40.269893,-76.523695:40.269892,-76.523697:40.269892,-76.523696;40.262637,-76.556026:40.269892,-76.523696;40.284521,-76.270468:40.28452,-76.270467:40.284521,-76.270469:40.284521,-76.270468;40.269892,-76.523696:40.290974,-76.438262:40.284521,-76.270468;40.241904,-77.26877:40.241788,-77.262468;40.241788,-77.262468:40.231125,-77.104737:40.195696,-77.025418:40.190937,-76.858367:40.248372,-76.613383;40.262637,-76.556027:40.262637,-76.556026;40.241904,-77.268778:40.241904,-77.26877;40.249471,-76.610306:40.249471,-76.610304;40.248372,-76.613383:40.249471,-76.610306;40.241788,-77.262468:40.241788,-77.26245;40.249471,-76.610306:40.262637,-76.556026;40.223568,-75.948213:40.111597,-75.771676;40.111597,-75.771676:40.111594,-75.771671:40.1116,-75.771681:40.111597,-75.771676;40.248372,-76.613383:40.248373,-76.613381:40.248372,-76.613385:40.248372,-76.613383;40.223576,-75.948225:40.223568,-75.948213;40.103824,-75.757962:40.10382,-75.757959;40.101093,-75.753669:40.101091,-75.753665;40.111597,-75.771676:40.103824,-75.757962;40.103824,-75.757962:40.101093,-75.753669;40.053442,-75.663279:39.986943,-75.54349:39.942096,-75.500488:39.942407,-75.481549:39.876856,-75.409405:39.85476,-75.39869:39.844862,-75.41916;40.101093,-75.753669:40.053442,-75.663279;40.053442,-75.663279:40.053441,-75.663278:40.053443,-75.66328:40.053442,-75.663279",https://www.gem.wiki/Mariner_East_2_NGL_Pipeline
